Claim_ID,Food_ID,Receiver_ID,Status,Timestampss,Timestamp
96,937,500,Completed,3/17/2025 7:56,2025-03-17 07:56:00
97,381,802,Pending,3/2/2025 2:12,2025-03-02 02:12:00
98,741,116,Cancelled,3/13/2025 13:30,2025-03-13 13:30:00
99,101,995,Completed,3/1/2025 2:21,2025-03-01 02:21:00
100,101,892,Pending,3/19/2025 19:11,2025-03-19 19:11:00
101,16,654,Cancelled,3/7/2025 2:19,2025-03-07 02:19:00
102,110,772,Completed,3/16/2025 6:03,2025-03-16 06:03:00
103,463,423,Completed,3/7/2025 12:06,2025-03-07 12:06:00
104,882,52,Completed,3/5/2025 0:36,2025-03-05 00:36:00
105,89,619,Completed,3/15/2025 23:07,2025-03-15 23:07:00
106,674,589,Cancelled,3/6/2025 3:27,2025-03-06 03:27:00
107,374,467,Completed,3/21/2025 0:40,2025-03-21 00:40:00
108,786,909,Pending,3/8/2025 9:17,2025-03-08 09:17:00
109,696,923,Pending,3/15/2025 16:28,2025-03-15 16:28:00
110,469,196,Pending,3/1/2025 0:09,2025-03-01 00:09:00
111,214,723,Pending,3/14/2025 11:40,2025-03-14 11:40:00
112,984,970,Pending,3/4/2025 22:00,2025-03-04 22:00:00
113,913,855,Pending,3/1/2025 23:11,2025-03-01 23:11:00
114,870,840,Completed,3/6/2025 10:36,2025-03-06 10:36:00
115,663,957,Pending,3/5/2025 0:19,2025-03-05 00:19:00
116,162,908,Pending,3/16/2025 17:02,2025-03-16 17:02:00
117,864,384,Pending,3/10/2025 1:30,2025-03-10 01:30:00
118,108,927,Cancelled,3/7/2025 4:56,2025-03-07 04:56:00
119,56,75,Cancelled,3/18/2025 15:38,2025-03-18 15:38:00
120,233,101,Pending,3/10/2025 23:33,2025-03-10 23:33:00
121,460,560,Completed,3/14/2025 11:44,2025-03-14 11:44:00
122,160,292,Cancelled,3/15/2025 0:40,2025-03-15 00:40:00
123,715,529,Completed,3/20/2025 13:50,2025-03-20 13:50:00
124,252,303,Cancelled,3/20/2025 6:55,2025-03-20 06:55:00
125,765,329,Pending,3/18/2025 21:40,2025-03-18 21:40:00
126,202,499,Completed,3/11/2025 16:19,2025-03-11 16:19:00
127,463,865,Completed,3/12/2025 16:00,2025-03-12 16:00:00
128,589,100,Cancelled,3/10/2025 19:29,2025-03-10 19:29:00
129,318,555,Pending,3/3/2025 15:50,2025-03-03 15:50:00
130,660,608,Cancelled,3/13/2025 8:51,2025-03-13 08:51:00
131,640,184,Cancelled,3/7/2025 5:12,2025-03-07 05:12:00
132,640,835,Cancelled,3/6/2025 2:44,2025-03-06 02:44:00
133,109,866,Pending,3/10/2025 13:34,2025-03-10 13:34:00
134,650,404,Pending,3/18/2025 0:37,2025-03-18 00:37:00
135,256,12,Cancelled,3/6/2025 19:49,2025-03-06 19:49:00
136,493,3,Pending,3/16/2025 22:58,2025-03-16 22:58:00
137,46,548,Completed,3/6/2025 3:22,2025-03-06 03:22:00
138,648,392,Cancelled,3/2/2025 19:39,2025-03-02 19:39:00
139,668,831,Completed,3/2/2025 1:08,2025-03-02 01:08:00
140,548,168,Completed,3/18/2025 1:19,2025-03-18 01:19:00
141,149,985,Pending,3/3/2025 20:25,2025-03-03 20:25:00
142,782,128,Cancelled,3/16/2025 10:00,2025-03-16 10:00:00
143,9,936,Completed,3/5/2025 11:36,2025-03-05 11:36:00
144,457,390,Cancelled,3/12/2025 14:06,2025-03-12 14:06:00
145,114,695,Pending,3/13/2025 5:28,2025-03-13 05:28:00
146,769,420,Completed,3/8/2025 1:42,2025-03-08 01:42:00
147,795,462,Completed,3/2/2025 13:48,2025-03-02 13:48:00
148,174,612,Completed,3/10/2025 4:52,2025-03-10 04:52:00
149,909,763,Cancelled,3/17/2025 15:13,2025-03-17 15:13:00
150,991,107,Cancelled,3/3/2025 13:37,2025-03-03 13:37:00
151,359,419,Completed,3/12/2025 5:30,2025-03-12 05:30:00
152,797,988,Pending,3/6/2025 3:51,2025-03-06 03:51:00
153,582,58,Cancelled,3/7/2025 16:14,2025-03-07 16:14:00
154,495,285,Pending,3/20/2025 12:04,2025-03-20 12:04:00
155,413,272,Completed,3/17/2025 8:27,2025-03-17 08:27:00
156,870,666,Completed,3/16/2025 5:59,2025-03-16 05:59:00
157,557,600,Completed,3/16/2025 14:13,2025-03-16 14:13:00
158,297,331,Cancelled,3/15/2025 0:35,2025-03-15 00:35:00
159,496,420,Completed,3/12/2025 15:27,2025-03-12 15:27:00
160,446,566,Completed,3/19/2025 19:48,2025-03-19 19:48:00
161,579,901,Pending,3/14/2025 22:58,2025-03-14 22:58:00
162,427,337,Completed,3/15/2025 10:31,2025-03-15 10:31:00
163,67,302,Cancelled,3/2/2025 9:04,2025-03-02 09:04:00
164,918,35,Pending,3/4/2025 3:24,2025-03-04 03:24:00
165,616,254,Pending,3/11/2025 4:53,2025-03-11 04:53:00
166,19,297,Completed,3/3/2025 23:05,2025-03-03 23:05:00
167,873,63,Completed,3/20/2025 1:38,2025-03-20 01:38:00
168,609,440,Completed,3/1/2025 16:18,2025-03-01 16:18:00
169,188,353,Completed,3/8/2025 0:38,2025-03-08 00:38:00
170,157,374,Pending,3/5/2025 19:34,2025-03-05 19:34:00
171,290,134,Pending,3/2/2025 17:02,2025-03-02 17:02:00
172,226,140,Cancelled,3/21/2025 2:08,2025-03-21 02:08:00
173,504,390,Completed,3/18/2025 6:41,2025-03-18 06:41:00
174,277,947,Cancelled,3/3/2025 18:22,2025-03-03 18:22:00
175,813,745,Pending,3/7/2025 21:27,2025-03-07 21:27:00
176,35,276,Cancelled,3/12/2025 1:34,2025-03-12 01:34:00
177,425,96,Cancelled,3/4/2025 20:52,2025-03-04 20:52:00
178,437,262,Cancelled,3/5/2025 5:55,2025-03-05 05:55:00
179,787,339,Completed,3/9/2025 9:23,2025-03-09 09:23:00
180,644,983,Pending,3/5/2025 1:27,2025-03-05 01:27:00
181,465,996,Pending,3/16/2025 9:20,2025-03-16 09:20:00
182,579,342,Pending,3/19/2025 1:41,2025-03-19 01:41:00
183,879,382,Cancelled,3/13/2025 12:37,2025-03-13 12:37:00
184,80,50,Cancelled,3/2/2025 4:01,2025-03-02 04:01:00
185,486,585,Pending,3/21/2025 4:05,2025-03-21 04:05:00
186,153,475,Pending,3/11/2025 21:04,2025-03-11 21:04:00
187,381,344,Pending,3/3/2025 12:36,2025-03-03 12:36:00
188,896,648,Pending,3/11/2025 22:19,2025-03-11 22:19:00
189,152,45,Completed,3/13/2025 9:32,2025-03-13 09:32:00
190,152,550,Pending,3/20/2025 9:21,2025-03-20 09:21:00
191,206,448,Completed,3/10/2025 11:59,2025-03-10 11:59:00
192,335,246,Completed,3/2/2025 10:05,2025-03-02 10:05:00
193,670,601,Completed,3/3/2025 2:13,2025-03-03 02:13:00
194,771,726,Cancelled,3/15/2025 9:44,2025-03-15 09:44:00
195,40,294,Completed,3/15/2025 20:49,2025-03-15 20:49:00
196,111,416,Completed,3/20/2025 19:37,2025-03-20 19:37:00
197,418,324,Cancelled,3/3/2025 21:41,2025-03-03 21:41:00
198,985,495,Completed,3/4/2025 1:17,2025-03-04 01:17:00
199,913,439,Cancelled,3/9/2025 3:22,2025-03-09 03:22:00
200,97,350,Completed,3/8/2025 21:48,2025-03-08 21:48:00
201,671,94,Completed,3/17/2025 19:09,2025-03-17 19:09:00
202,415,917,Cancelled,3/18/2025 8:50,2025-03-18 08:50:00
203,179,949,Completed,3/16/2025 13:08,2025-03-16 13:08:00
204,824,571,Pending,3/18/2025 4:10,2025-03-18 04:10:00
205,915,531,Cancelled,3/14/2025 3:27,2025-03-14 03:27:00
206,94,747,Completed,3/6/2025 16:41,2025-03-06 16:41:00
207,937,398,Completed,3/18/2025 16:07,2025-03-18 16:07:00
208,166,874,Pending,3/9/2025 7:30,2025-03-09 07:30:00
209,893,594,Cancelled,3/12/2025 23:25,2025-03-12 23:25:00
210,813,388,Pending,3/11/2025 22:06,2025-03-11 22:06:00
211,406,787,Pending,3/2/2025 12:10,2025-03-02 12:10:00
212,603,382,Completed,3/8/2025 0:30,2025-03-08 00:30:00
213,227,631,Cancelled,3/9/2025 9:19,2025-03-09 09:19:00
214,479,893,Pending,3/7/2025 8:09,2025-03-07 08:09:00
215,33,762,Cancelled,3/8/2025 11:37,2025-03-08 11:37:00
216,794,685,Pending,3/17/2025 23:16,2025-03-17 23:16:00
217,998,590,Completed,3/6/2025 8:04,2025-03-06 08:04:00
218,523,176,Pending,3/6/2025 20:46,2025-03-06 20:46:00
219,488,255,Pending,3/3/2025 8:55,2025-03-03 08:55:00
220,374,27,Cancelled,3/2/2025 23:05,2025-03-02 23:05:00
221,837,745,Cancelled,3/1/2025 23:38,2025-03-01 23:38:00
222,550,747,Pending,3/14/2025 23:06,2025-03-14 23:06:00
223,486,407,Cancelled,3/8/2025 19:20,2025-03-08 19:20:00
224,924,893,Cancelled,3/1/2025 16:48,2025-03-01 16:48:00
225,217,850,Cancelled,3/20/2025 20:00,2025-03-20 20:00:00
226,981,221,Completed,3/10/2025 14:59,2025-03-10 14:59:00
227,925,480,Completed,3/6/2025 5:40,2025-03-06 05:40:00
228,325,607,Pending,3/10/2025 10:07,2025-03-10 10:07:00
229,69,407,Completed,3/19/2025 23:40,2025-03-19 23:40:00
230,915,686,Pending,3/20/2025 4:11,2025-03-20 04:11:00
231,208,281,Pending,3/15/2025 22:39,2025-03-15 22:39:00
232,250,856,Cancelled,3/17/2025 4:43,2025-03-17 04:43:00
233,922,858,Pending,3/19/2025 18:07,2025-03-19 18:07:00
234,312,838,Pending,3/17/2025 6:35,2025-03-17 06:35:00
235,135,529,Cancelled,3/10/2025 15:40,2025-03-10 15:40:00
236,327,301,Completed,3/13/2025 19:29,2025-03-13 19:29:00
237,507,112,Cancelled,3/12/2025 0:27,2025-03-12 00:27:00
238,572,728,Cancelled,3/20/2025 15:24,2025-03-20 15:24:00
239,589,4,Pending,3/1/2025 21:11,2025-03-01 21:11:00
240,183,970,Completed,3/14/2025 12:59,2025-03-14 12:59:00
241,558,103,Completed,3/12/2025 2:23,2025-03-12 02:23:00
242,380,154,Cancelled,3/6/2025 13:16,2025-03-06 13:16:00
243,69,98,Cancelled,3/13/2025 2:42,2025-03-13 02:42:00
244,163,250,Cancelled,3/11/2025 2:32,2025-03-11 02:32:00
245,725,701,Pending,3/18/2025 16:16,2025-03-18 16:16:00
246,615,489,Completed,3/10/2025 5:50,2025-03-10 05:50:00
247,861,138,Completed,3/12/2025 7:34,2025-03-12 07:34:00
248,458,321,Pending,3/9/2025 3:12,2025-03-09 03:12:00
249,810,541,Completed,3/16/2025 9:29,2025-03-16 09:29:00
250,475,201,Cancelled,3/19/2025 21:41,2025-03-19 21:41:00
251,832,926,Cancelled,3/1/2025 15:16,2025-03-01 15:16:00
252,544,242,Completed,3/20/2025 3:22,2025-03-20 03:22:00
253,323,863,Cancelled,3/10/2025 10:56,2025-03-10 10:56:00
254,940,1,Completed,3/4/2025 3:59,2025-03-04 03:59:00
255,256,438,Pending,3/18/2025 17:31,2025-03-18 17:31:00
256,822,47,Completed,3/19/2025 8:03,2025-03-19 08:03:00
257,191,555,Completed,3/4/2025 2:28,2025-03-04 02:28:00
258,520,939,Cancelled,3/3/2025 6:16,2025-03-03 06:16:00
259,467,517,Pending,3/7/2025 13:30,2025-03-07 13:30:00
260,137,173,Pending,3/5/2025 15:11,2025-03-05 15:11:00
261,602,735,Pending,3/13/2025 13:58,2025-03-13 13:58:00
262,188,706,Completed,3/16/2025 0:40,2025-03-16 00:40:00
263,22,800,Completed,3/16/2025 9:37,2025-03-16 09:37:00
264,496,59,Cancelled,3/3/2025 13:21,2025-03-03 13:21:00
265,92,103,Cancelled,3/15/2025 7:39,2025-03-15 07:39:00
266,367,376,Completed,3/2/2025 7:07,2025-03-02 07:07:00
267,518,382,Cancelled,3/11/2025 1:30,2025-03-11 01:30:00
268,738,317,Pending,3/16/2025 11:58,2025-03-16 11:58:00
269,73,880,Completed,3/13/2025 14:01,2025-03-13 14:01:00
270,568,477,Completed,3/17/2025 9:23,2025-03-17 09:23:00
271,160,442,Cancelled,3/6/2025 12:00,2025-03-06 12:00:00
272,417,906,Cancelled,3/18/2025 4:45,2025-03-18 04:45:00
273,870,172,Pending,3/19/2025 0:34,2025-03-19 00:34:00
274,304,481,Pending,3/15/2025 22:55,2025-03-15 22:55:00
275,906,849,Completed,3/2/2025 11:36,2025-03-02 11:36:00
276,786,538,Completed,3/16/2025 11:54,2025-03-16 11:54:00
277,766,109,Completed,3/9/2025 12:24,2025-03-09 12:24:00
278,258,360,Pending,3/14/2025 3:18,2025-03-14 03:18:00
279,531,808,Pending,3/13/2025 17:05,2025-03-13 17:05:00
280,150,282,Cancelled,3/1/2025 12:21,2025-03-01 12:21:00
281,483,718,Cancelled,3/12/2025 17:17,2025-03-12 17:17:00
282,161,298,Cancelled,3/14/2025 7:06,2025-03-14 07:06:00
283,97,102,Pending,3/7/2025 8:11,2025-03-07 08:11:00
284,554,702,Pending,3/19/2025 8:45,2025-03-19 08:45:00
285,387,213,Completed,3/18/2025 14:32,2025-03-18 14:32:00
286,335,602,Pending,3/18/2025 20:45,2025-03-18 20:45:00
287,952,42,Cancelled,3/18/2025 2:15,2025-03-18 02:15:00
288,63,964,Completed,3/19/2025 2:29,2025-03-19 02:29:00
289,573,86,Pending,3/17/2025 2:03,2025-03-17 02:03:00
290,664,500,Cancelled,3/8/2025 12:13,2025-03-08 12:13:00
291,886,375,Completed,3/6/2025 7:49,2025-03-06 07:49:00
292,190,413,Completed,3/13/2025 20:27,2025-03-13 20:27:00
293,721,837,Completed,3/9/2025 13:31,2025-03-09 13:31:00
294,662,118,Pending,3/18/2025 6:45,2025-03-18 06:45:00
295,25,493,Pending,3/13/2025 18:39,2025-03-13 18:39:00
296,940,158,Cancelled,3/7/2025 18:01,2025-03-07 18:01:00
297,494,454,Completed,3/14/2025 17:04,2025-03-14 17:04:00
298,96,595,Cancelled,3/19/2025 6:08,2025-03-19 06:08:00
299,911,319,Pending,3/1/2025 3:03,2025-03-01 03:03:00
300,81,645,Pending,3/14/2025 16:21,2025-03-14 16:21:00
301,489,287,Cancelled,3/2/2025 7:53,2025-03-02 07:53:00
302,633,774,Pending,3/3/2025 18:50,2025-03-03 18:50:00
303,358,66,Cancelled,3/3/2025 12:42,2025-03-03 12:42:00
304,763,883,Pending,3/12/2025 0:49,2025-03-12 00:49:00
305,464,759,Pending,3/17/2025 18:55,2025-03-17 18:55:00
306,651,703,Pending,3/5/2025 0:09,2025-03-05 00:09:00
307,610,34,Pending,3/13/2025 21:15,2025-03-13 21:15:00
308,227,6,Completed,3/17/2025 18:23,2025-03-17 18:23:00
309,6,514,Cancelled,3/14/2025 2:19,2025-03-14 02:19:00
310,107,997,Cancelled,3/8/2025 21:25,2025-03-08 21:25:00
311,294,187,Cancelled,3/6/2025 21:22,2025-03-06 21:22:00
312,904,199,Completed,3/8/2025 12:44,2025-03-08 12:44:00
313,143,880,Cancelled,3/6/2025 10:07,2025-03-06 10:07:00
314,657,488,Cancelled,3/19/2025 12:18,2025-03-19 12:18:00
315,254,854,Completed,3/5/2025 22:09,2025-03-05 22:09:00
316,896,417,Completed,3/10/2025 22:44,2025-03-10 22:44:00
317,747,660,Pending,3/11/2025 5:40,2025-03-11 05:40:00
318,861,735,Completed,3/4/2025 20:11,2025-03-04 20:11:00
319,888,345,Pending,3/5/2025 5:34,2025-03-05 05:34:00
320,241,815,Completed,3/12/2025 1:29,2025-03-12 01:29:00
321,116,267,Completed,3/12/2025 18:14,2025-03-12 18:14:00
322,256,824,Cancelled,3/5/2025 5:22,2025-03-05 05:22:00
323,670,104,Completed,3/15/2025 13:58,2025-03-15 13:58:00
324,777,503,Completed,3/3/2025 22:57,2025-03-03 22:57:00
325,49,586,Completed,3/11/2025 14:05,2025-03-11 14:05:00
326,690,649,Pending,3/14/2025 14:41,2025-03-14 14:41:00
327,853,983,Completed,3/17/2025 16:49,2025-03-17 16:49:00
328,577,183,Completed,3/6/2025 15:44,2025-03-06 15:44:00
329,419,323,Pending,3/14/2025 3:09,2025-03-14 03:09:00
330,275,354,Completed,3/1/2025 6:24,2025-03-01 06:24:00
331,585,262,Cancelled,3/18/2025 18:37,2025-03-18 18:37:00
332,460,32,Completed,3/3/2025 2:40,2025-03-03 02:40:00
333,332,368,Completed,3/13/2025 8:50,2025-03-13 08:50:00
334,447,811,Cancelled,3/18/2025 17:27,2025-03-18 17:27:00
335,453,643,Cancelled,3/11/2025 19:10,2025-03-11 19:10:00
336,164,185,Cancelled,3/17/2025 11:49,2025-03-17 11:49:00
337,405,756,Completed,3/3/2025 19:58,2025-03-03 19:58:00
338,609,301,Pending,3/21/2025 4:08,2025-03-21 04:08:00
339,52,497,Completed,3/6/2025 23:14,2025-03-06 23:14:00
340,148,495,Completed,3/10/2025 23:31,2025-03-10 23:31:00
341,386,473,Completed,3/10/2025 14:46,2025-03-10 14:46:00
342,892,999,Cancelled,3/11/2025 6:57,2025-03-11 06:57:00
343,553,62,Pending,3/18/2025 15:08,2025-03-18 15:08:00
344,992,160,Cancelled,3/10/2025 21:51,2025-03-10 21:51:00
345,223,440,Pending,3/17/2025 12:29,2025-03-17 12:29:00
346,548,87,Pending,3/15/2025 6:06,2025-03-15 06:06:00
347,564,283,Pending,3/11/2025 20:37,2025-03-11 20:37:00
348,291,876,Cancelled,3/7/2025 5:24,2025-03-07 05:24:00
349,262,245,Pending,3/5/2025 19:39,2025-03-05 19:39:00
350,909,554,Completed,3/19/2025 18:27,2025-03-19 18:27:00
351,528,936,Pending,3/2/2025 10:41,2025-03-02 10:41:00
352,427,797,Completed,3/19/2025 7:00,2025-03-19 07:00:00
353,730,258,Pending,3/7/2025 21:29,2025-03-07 21:29:00
354,608,873,Pending,3/9/2025 15:33,2025-03-09 15:33:00
355,398,880,Pending,3/8/2025 23:39,2025-03-08 23:39:00
356,840,663,Cancelled,3/17/2025 6:07,2025-03-17 06:07:00
357,536,704,Cancelled,3/8/2025 2:25,2025-03-08 02:25:00
358,562,717,Completed,3/9/2025 12:56,2025-03-09 12:56:00
359,107,531,Cancelled,3/14/2025 22:15,2025-03-14 22:15:00
360,743,324,Cancelled,3/8/2025 0:38,2025-03-08 00:38:00
361,882,809,Pending,3/8/2025 5:54,2025-03-08 05:54:00
362,538,9,Cancelled,3/2/2025 9:04,2025-03-02 09:04:00
363,687,131,Pending,3/13/2025 19:31,2025-03-13 19:31:00
364,822,576,Completed,3/10/2025 21:47,2025-03-10 21:47:00
365,207,152,Pending,3/7/2025 3:03,2025-03-07 03:03:00
366,695,691,Pending,3/2/2025 18:29,2025-03-02 18:29:00
367,262,688,Completed,3/7/2025 19:46,2025-03-07 19:46:00
368,788,682,Pending,3/16/2025 11:59,2025-03-16 11:59:00
369,84,105,Completed,3/10/2025 2:34,2025-03-10 02:34:00
370,330,38,Cancelled,3/14/2025 17:07,2025-03-14 17:07:00
371,677,658,Pending,3/20/2025 3:44,2025-03-20 03:44:00
372,804,2,Cancelled,3/3/2025 9:19,2025-03-03 09:19:00
373,866,420,Pending,3/19/2025 10:49,2025-03-19 10:49:00
374,72,696,Pending,3/10/2025 14:14,2025-03-10 14:14:00
375,342,908,Completed,3/14/2025 2:51,2025-03-14 02:51:00
376,981,990,Pending,3/15/2025 21:23,2025-03-15 21:23:00
377,901,190,Pending,3/8/2025 5:43,2025-03-08 05:43:00
378,765,904,Completed,3/8/2025 13:50,2025-03-08 13:50:00
379,271,249,Cancelled,3/14/2025 23:15,2025-03-14 23:15:00
380,217,855,Pending,3/11/2025 18:33,2025-03-11 18:33:00
381,926,96,Cancelled,3/9/2025 9:09,2025-03-09 09:09:00
382,782,804,Cancelled,3/20/2025 5:46,2025-03-20 05:46:00
383,920,673,Completed,3/9/2025 10:55,2025-03-09 10:55:00
384,389,843,Completed,3/5/2025 23:56,2025-03-05 23:56:00
385,594,494,Pending,3/3/2025 21:27,2025-03-03 21:27:00
386,979,553,Cancelled,3/4/2025 9:36,2025-03-04 09:36:00
387,94,547,Cancelled,3/19/2025 21:23,2025-03-19 21:23:00
388,16,418,Completed,3/5/2025 1:43,2025-03-05 01:43:00
389,151,965,Cancelled,3/4/2025 19:08,2025-03-04 19:08:00
390,398,414,Completed,3/10/2025 18:36,2025-03-10 18:36:00
391,807,950,Completed,3/4/2025 20:52,2025-03-04 20:52:00
392,116,600,Completed,3/8/2025 21:48,2025-03-08 21:48:00
393,390,684,Pending,3/21/2025 0:15,2025-03-21 00:15:00
394,211,697,Pending,3/5/2025 16:12,2025-03-05 16:12:00
395,681,785,Cancelled,3/16/2025 12:18,2025-03-16 12:18:00
396,50,436,Completed,3/16/2025 23:56,2025-03-16 23:56:00
397,45,435,Pending,3/4/2025 14:58,2025-03-04 14:58:00
398,548,459,Pending,3/6/2025 17:22,2025-03-06 17:22:00
399,947,241,Pending,3/6/2025 19:27,2025-03-06 19:27:00
400,373,613,Completed,3/15/2025 12:26,2025-03-15 12:26:00
401,174,595,Pending,3/11/2025 0:28,2025-03-11 00:28:00
402,379,872,Pending,3/8/2025 0:59,2025-03-08 00:59:00
